Pathway Name	Organism	Gene Ontology	Url to WikiPathways	Last Changed	Last Revision	Author	Count	Entrez	Ensembl	SwissProt	UniGene	RefSeq	MOD	PubChem	CAS	ChEBI
Flower Development	Arabidopsis thaliana		http://www.wikipathways.org/index.php/Pathway:WP618	20090211232210	28556	MartijnVanIersel, Pjaiswal	17						AT5G61850,AT4G18960,AT3G54340,AT1G69120,AT5G11530,AT5G03840,AT1G65480,AT1G30950,AT2G17950,AT5G15800,AT3G02310,AT1G24260,AT2G23380,AT4G32551,AT5G20240,AT4G36920,AT5G60910			
Type II interferon signaling (IFNG)	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP619	20090127142321	28124	Thomas	37	3458,3459,3460,3716,3717,9021,8651,5781,6772,6773,10379,5580,5967,3662,6688,3440,3456,3106,4843,2633,8370,5698,6890,4938,3627,4261,1536,3553,3433,5610,2537,3659,3383,4283,9636,3394,3660								
Mitochondrial tRNA Synthetases	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP62	20081114112958	20807	M.Braymer, MaintBot	14						S000000618,S000006025,S000001133,S000003326,S000005393,S000006237,S000005961,S000004374,S000005017,S000003403,S000006251,S000001677,S000002676,S000006018			
Long-Day Flowering Time Pathway	Arabidopsis thaliana		http://www.wikipathways.org/index.php/Pathway:WP622	20090330195431	29075	Pjaiswal, Thomas, AlexanderPico	33						AT1G09570,AT1G04400,AT2G45660,AT4G08920,AT2G18790,AT4G16250,At5G15840,AT4G18130,AT1G65480,AT1G22770 ,AT2G25930,AT1G68050,AT2G46830,AT3G62090,AT5G61380,AT1G01060,AT2G40080,AT5G67380,AT3G50000,AT5G47080,AT2G23080,AT2G44680,AT4G17640,AT3G60250,AT2G23070,AT2G32950,AT5G10140,AT4G00650,AT4G16280,AT3G11540,AT4G02560,AT5G08330		77-06-5	
Oxidative phosphorylation	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP623	20090617134041	29958	Andra, MartijnVanIersel, Khanspers	68	498,506,513,514,517,516,515,518,10476,521,522,9551,10632,539,27109,4508,537,10159,126328,374291,4535,4536,4537,4540,4539,4538,4695,4541,4705,4702,4698,4697,4704,4696,4706,4701,4707,4700,4719,4720,4714,4722,4728,4708,4726,4724,4716,4717,4725,4723,4710,4713,4712,4718,4711,4715,4729,727762,56901,4731	ENSG00000198899,ENSG00000198744				4709			
Test Complexes	Arabidopsis thaliana		http://www.wikipathways.org/index.php/Pathway:WP625	20090205232347	28206	AlexanderPico	8						AT5G47080,AT4G17640,AT3G60250,AT2G44680,AT5G67380,AT3G50000,AT2G23080,AT2G23070			
Abscisic Acid Biosynthesis	Arabidopsis thaliana		http://www.wikipathways.org/index.php/Pathway:WP626	20090706232059	30158	Zimmerph, Thomas, Khanspers	10						AT3G14440 ,AT5G67030,AT2G27150,AT1G52340		640-03-9	22152,32304,32446
Triacylglycerol Biosynthesis	Arabidopsis thaliana		http://www.wikipathways.org/index.php/Pathway:WP627	20090211182041	28552	Thomas, Pjaiswal	17						AT4G00400,AT1G32200,AT3G11430,AT2G01180,AT1G15080,AT3G18220,AT3G02600,AT5G13640,AT3G51520,AT2G19450		,85-61-0,14265-44-2	
Novel Mechanism	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP629	20090210000333	28227	AlexanderPico	2									
Pentose Phosphate Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP63	20081114112958	20809	Kdahlquist, MaintBot, M.Braymer	8	14380,14381,110208,66171,66646,21881,21351,19895								
Cholesterol metabolism	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP632	20090601230252	29751	Susan, 442798, I450472, Khanspers	36	29637,25675,310645,81726,300438,25073,24538,24539,83791,29580,29230,81681,25427,620281,309262,64191,313210,24530,300095,89842,25013	ENSRNOG00000020853					439230,439400,647,445995,1105,439382,65728,439423,5997		
Insulin Signaling	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP65	20090409122550	29169	M.Patti, MaintBot, Khanspers, Evelo	160	16337,16001,16367,16368,16370,18706,74769,30955,18707,18708,18709,18710,75669,18704,225326,18705,18607,11651,11652,56637,245619,20528,19211,18759,18762,19159,11845,11840,269180,228775,56458,18642,14936,14388,20416,216148,14784,19247,20662,20663,110157,26395,26396,26397,26398,23938,26399,26401,26405,26406,26407,26417,225724,26413,50772,26415,26420,26414,26411,26408,269881,26419,26416,26410,26404,26412,26409,26403,26400,19094,338372,26921,23939,71751,225028,53608,50932,29857,399510,53859,72508,20112,110651,58988,20111,73086,67071,56613,16369,19047,19268,12402,208650,80794,107746,12331,20411,80837,233071,104215,12928,14251,14252,23921,19246,56717,13684,13685,16890,232493,13653,14281,16476,20525,14783,20418,15461,56437,16332,18750,18751,18761,18755,18753,18605,27357,18641,64930,19744,22084,19341,20913,22318,20614,20619,13660,259300,17913,16573,16568,20393,27219,,56484,210789,13712,20807,50915,20910,20911,20912,20909,12703,12702,105787,108079,16150,22433,19353,19354								
ATM	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP654	20090619113129	29974	RalphStraus, Thomas	25	300711,24842,114212,58919,114483,25729,362817,298795,680110,25112,25203,54237,24887,492821,25309,78963,58918,25402,300668,497672,24224,116502,24708,399489	ENSRNOG00000000521							
p53 pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP655	20090602185902	29760	Kevinhermans1987, MartijnVanIersel, Khanspers	48	314856,25163,300944,300711,114212,140583,114851,298795,680110,25112,300126,246097,24887,300514,301013,24484,24617,50557,492821,292949,362931,24855,,114483,25729,362817,25203,54237,64044,64394,24482,83628,289508,64625,140941,25405,116589,287585,25309,78963,362675,58918,25402	ENSRNOG00000010756,ENSRNOG00000009696,ENSRNOG00000025454,ENSRNOG00000000302							
p53 signal pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP656	20090608151624	29867	Emmaverver, Khanspers, Thomas	33	24525	ENSRNOG00000010756,ENSRNOG00000006304,ENSRNOG00000003084,ENSRNOG00000020876,ENSRNOG00000019142,ENSRNOG00000025602,ENSRNOG00000014786,ENSRNOG00000006469,ENSRNOG00000008679,ENSRNOG00000005109,ENSRNOG00000002951,ENSRNOG00000000632,ENSRNOG00000013090,ENSRNOG00000016148,ENSRNOG00000012331,ENSRNOG00000012439,ENSRNOG00000012944,ENSRNOG00000010475,ENSRNOG00000008022,ENSRNOG00000030391,ENSRNOG00000020667,ENSRNOG00000011994,ENSRNOG00000010119,ENSRNOG00000015143,ENSRNOG00000008645,ENSRNOG00000004517,ENSRNOG00000018770					5743,4763,439628		
Cholesterol metabolism	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP659	20090601225921	29750	442798, Khanspers	39	29637,25675,83791,299858	ENSRNOG00000009946,ENSRNOG00000013376,ENSRNOG00000016690,ENSRNOG00000009550,ENSRNOG00000021314,ENSRNOG00000001267,ENSRNOG00000017099,ENSRNOG00000032297,ENSRNOG00000008305,ENSRNOG00000020776,ENSRNOG00000000981,ENSRNOG00000004111,ENSRNOG00000018454,ENSRNOG00000018426,ENSRNOG00000018402,ENSRNOG00000015747,ENSRNOG00000012181,ENSRNOG00000003463							
Steroid Biosynthesis	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP66	20081114113000	20817	A.Kwa, MaintBot, M.Ramirez	12	25146,29632,24470,HSD3B5,HSD3B6,25322,79243,117182,79244,29540,289055								
Glucose Homeostasis	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP661	20090213130916	28570	MartijnVanIersel	22									
Amino Acid metabolism - Sokolovic	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP662	20090213143455	28571	MartijnVanIersel	155	19125,18293,14194			Mm.40577,Mm.34775,Mm.140768					
Hypothetical Network for Drug Addiction	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP666	20090601223632	29740	Thomas, Khanspers	36	107,114,2911,2902,2890,2891,2892,2893,2903,2904,2905,2906,2915,5566,54386,22882,5604,5605,11188,5464,816,5581,889,1815,1813,1812,5595,5594,58,1385,814,375519								15966,29320,17489
Octadecanoid Pathway	Oryza sativa		http://www.wikipathways.org/index.php/Pathway:WP668	20090327122724	29040	Pjaiswal, MaintBot	7								60-33-3,73-32-5,463-40-1,6894-38-8,	
Asparagine Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP67	20081114113000	20819	M.Braymer, MaintBot	9						S000001589,S000004017,S000006349,S000003356		56-86-0,1927-31-7,56-85-9,2466-09-3,70-47-3	
Pentosephosphatweg	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP670	20090609121232	29906	V, Thomas	24	856589,853322,854262,856188,851068	YNL241C,YNR034W,YCR073W-A,YHR163W,YGR248W,YGR256W,YBR117C					439427,91493,439167,77982,729,616,697,440641,5886,5884	2641-81-8,60802291	
P2X4	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP672	20090305115033	28763	Novenou	1									
ErbB signaling pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP673	20090604100145	29836	Uomoamare, Khanspers	47	1950,7039,374,685,1839,2069,3084,9542,10718,145957,1956,2064,2065,2066,5335,815,5578,23624,6776,6714,5747,1398,25,4690,10298,5609,5599,3725,25759,2885,6654,3265,369,5604,5594,4609,2002,2549,23533,10000,2475,572,2932,1027,1026,6198,1978								
Tricarboxylic acid cycle	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP674	20090609121311	29907	V, Khanspers, Thomas	37		YNR001C,YLR304C,YNL037C,YIL125W,YOR142W,YKL148C,YPL262W,YKL085W,YDR148C,YFL018C,YGR244C,YLL041C,YKL141W,YDR178W,YOR136W,YER178W,YBR221C,YNL071W					6302,311,1198,51,439161,723,160434,970,1060,928,6022,5892,6816,280,962,439154,446013		15741
BP205_finalproject_oscillator	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP676	20090315094604	28931	Jasonpark1	1									
Momilactone biosynthesis	Oryza sativa		http://www.wikipathways.org/index.php/Pathway:WP677	20090327122658	29038	Pd, MaintBot	14							14064,21596475,162644,3084979		50067
Arachidonate Epoxygenase / Epoxide Hydrolase	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP678	20090609121343	29908	MartijnVanIersel, Evelo, Jwnewman, Thomas	18	1559,2053,1558,9377,2950,1351	ENSG00000134716							
Androgen Receptor Signaling Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP68	20081114113000	20821	A.Pandey, MaintBot	103	24208, ,114562,171103,24703,170851,362110,84353,25404,54244,297893,361256,171150,84389,361580,291414,316123,81674,83724,313929,140938,50659,84584,63839,293860,29466,297994,497672,25729,58919,24516,64202,94194,367218,50662,85333,81647,114206,619385,84574,84509,363135,83422,299313,24329,361585,24890,288778,303828,300339,24413,83805,116590,25205,303470,306764,171068,117058,24185,314856,25157,24708,309165,304157,29274,360820,60421,286988,362827,300772,83614,25125,25631,50554,117274,24790,360801,316742,25573,363067,289508,83617,296078,192218,170915,300193,54237,24498,50557,25149,58850,24482,,25235,24842,25166,25402,64026,64044,29395,25576,83826								
Vulval Development and SynMuv	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP680	20090322043054	28997	Nattha	12						C14F5.5,F43C1.2,T24C12.2,Y73B6A.5,Y54E10BL.6,ZK792.6,K10G6.1,ZK1067.1,C37F5.1,T28F12.3,F13B9.5			
Momilactone biosynthesis	Oryza sativa		http://www.wikipathways.org/index.php/Pathway:WP681	20090524023646	29653	Pd, MaintBot, AlexanderPico	8							14064,21596475,3084979,162644		50067
Leptin and adiponectin	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP683	20090327124939	29045	Thomas	13	16846,11450,16847,68465,72674,105787,19082,19079,107476,12894								15351,15531
Epigenetic Stress Regulation	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP686	20090330115148	29069	Evelo	2	2908,1958								
T Cell Receptor Signaling Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP69	20081114113000	20823	A.Pandey, MaintBot, Thomas	135	6955,6957,917,915,916,921,5777,4690,6503,6850,867,5295,5296,50852,54900,9846,6464,5588,7409,2533,1845,5774,5782,5604,5594,25865,27240,5781,4214,5794,5605,5595,10451,7410,6772,6776,5598,3718,10044,8915,5058,8631,8935,6655,28988,25,5921,26191,1399,1499,868,6461,6714,5747,207,920,925,6452,6777,914,5906,4067,5880,919,2534,7535,3932,11184,4582,203068,115352,84174,84433,7456,150372,50619,7454,10750,9402,3937,397,1398,1840,4739,2889,9051,27040,2885,6654,5335,5829,8874,7294,10657,4691,9094,7277,3702,1785,1739,1385,1387,9459,9815,7408,55740,51466,998,5788,9047,10163,10006,55824,10235,23607,9454,1051,5532,23523,4773,3708,10971,3725,2353,1154,1794,8767,54923,52,10019,27347,51564,673,2185,5795								
Polyol pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP690	20090525073523	29659	Pieter Giesbertz	11	231	ENSG00000140263,ENSG00000138030,ENSG00000136872							
Tamoxifen metabolism	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP691	20090424124223	29331	Pieter Giesbertz	31	54657,7364,54576,54575	ENSG00000100197,ENSG00000160868,ENSG00000106258,ENSG00000138109,ENSG00000165841,ENSG00000010932,ENSG00000007933,ENSG00000140465,ENSG00000140505,ENSG00000213052,ENSG00000138115,ENSG00000130649,ENSG00000105398,ENSG00000196502,ENSG00000109193,ENSG00000138061,ENSG00000197592					449459,3032890,3035980,3036172,3033897,10214,5460873		
Arylamine metabolism	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP694	20090609074857	29878	Pieter Giesbertz, Stan.gaj, Evelo, Khanspers	11	54657,54600	ENSG00000156006,ENSG00000140505,ENSG00000171428,ENSG00000197165,ENSG00000196502							
Aflatoxin B1 metabolism	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP699	20090614175512	29946	Pieter Giesbertz	15		ENSG00000140505,ENSG00000160868,ENSG00000134184,ENSG00000053371,ENSG00000162482,ENSG00000184674,ENSG00000143819,ENSG00000197838					104756,3035008,15558498,104757,5460816		
Sulfur Amino Acid biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP7	20081114112936	20687	J.Heckman, MaintBot	29						S000003771,S000001484,S000006371,S000003898,S000001926,S000000893,S000004170,S000002910,S000005221,S000003152,S000003387,S000003891,S000000010,S000004294		1927-31-7,2466-09-3,58-64-0,2646-71-1,3805-37-6,6027-13-0,64-19-7,63-68-3,14265-44-2,672-15-1,72-89-9,64885-97-8,56-88-2,56-45-1,52-90-4	
Trehalose Degradation, Low Osmolarity	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP70	20081114113001	20825	M.Braymer, MaintBot	10						S000000545,S000006230,S000002408,S000000205,S000002481		1927-31-7,58-64-0,59-56-3,99-20-7,14265-44-2	
vulval development	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP708	20090602214644	29802	Kyook, Khanspers	5						WBGene00001159,WBGene00002299,WBGene00002335,WBGene00003024,WBGene00003102			
Lipases biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP71	20081114113001	20827	J.Heckman, MaintBot	6						S000006189,S000000821,S000001739,S000001335		98102-63-7,62-49-7	
estrogen signalling	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP712	20090601223505	29739	Lauravanzon, Khanspers	76	2099,2033,1387,2958,6908,3611,2966,2961,2068,4331,6883,6880,2959,6877,6878,6879,2967,2963,6884,2071,1022,2960,902,2968,2965,5434,5437,5431,5435,5432,5439,5440,5436,5438,5430,9611,9759,10014,8841,10013,3065,51564,3066,55869,25942,595,25759,673,2002,2885,6654,6714,1432,5601,5290,207,5566,1385,596,4790,6667,3725,2353,2778,2782,2792,2852,672	ENSG00000100030,ENSG00000174775,ENSG00000169032,ENSG00000104365,ENSG00000073009,ENSG00000213341					6076,5757		
amino acid conjugation	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP715	20090601222524	29732	Pieter Giesbertz, Khanspers	6									
menadione	Anopheles gambiae		http://www.wikipathways.org/index.php/Pathway:WP717	20090701175456	30077	Hanna, Thomas, Khanspers	3									
Basal Ganglia	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP718	20090617205630	29960	I427691	1									
Basal Ganglia1	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP719	20090629181037	30039	I427691	1									
Signal Transduction of S1P Receptor	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP72	20081114113001	20829	S.Doniger, MaintBot, M.Ramirez	20	50689,116590,58840,114509,60352,170897,,114104,83537,29733,29322,24185,116720,25233,29414,25686,81664,25643,315298								
Wnt Signaling Pathway and Pluripotency	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP723	20090630175818	30063	Nsalomonis	97	22408,22413,22414,22415,22416,22417,22418,22419,22420,22421,22422,22409,22410,22411,22412,93735,16835,16973,14362,57265,14365,14366,14367,14368,14369,14370,14371,18750,18751,18753,18754,18759,18755,18760,18761,18762,13542,13543,13544,26932,26931,27373,12006,14296,56637,12387,11848,26934,26420,26414,30050,18472,21405,17869,12443,12444,12445,14283,16476,17393,21410,21415,16842,18099,11789,13016,26409,16974,56805,12388,18792,13017,12505,19015,12914,328572,93960,72293,18999,20674,110854,71887,73699,19052,72930,19053,269643,51792,71978,52432,18044,12005,71950,15221,21413	22059							
G Protein Signaling Pathways	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP73	20081114113001	20831	Nsalomonis, MaintBot, BruceConklin, C.Redfern	84	24400,81667,83579,79218,58979,64199,24896,24611,50664,25740,25686,81664,25643,81666,81662,89788,81663,60323,117273,24782,29322,25262,50663,24525,24674,24675,171378,24680,25023,24681,170538,29340,60580,81749,85421,85420,25522,50599,81636,64508,54223,64532,25289,84420,29241,25725,29699,24679,25636,81529,29691,81742,24627,81744,140929,308776,245986,80850,114117,114118,114124,298024,312720,79254,171026,64553,361458,116633,246150,170839,25228,83425,293024,294962,,305509,302950,314046,303634,310986		GBB3 RAT,RASH RAT,RASN RAT,KAP1 RAT						
Glutathione and one carbon metabolism	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP730	20090717100028	30240	Thomas, Lbrenn	92	14381,16790,74340,107885,14857,14598,14450,14776,75475,270685,434437,238505,14854,21452,14317,14872,14858,108156,14782,108645,14871,13433,12116,14862,69606,14863,269378,14630,23887,625249,14775,210009,108037,20425,17768,108147,13435,15926,11720,13436,107747,14629,17769,14778,12411,107869						8030	134-35-0,63-68-3,6027-13-0,25513-46-6,2800-34-2,7444-29-3,135-16-0,29908-03-0,979-92-0,107-43-7	
Sterol regulatory element binding protein related	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP731	20090709132603	30194	Evelo	7	20787,58805,22259,16334,235623,20683,78912								
Network 0	Oryza sativa		http://www.wikipathways.org/index.php/Pathway:WP735	20090718094033	30245	Eliabrodsky	1									
Network 0	Anopheles gambiae		http://www.wikipathways.org/index.php/Pathway:WP737	20090718100426	30247	Eliabrodsky	1									
Integrin-mediated cell adhesion	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP74	20081114113003	20833	169.230.76.4, MaintBot	95	64465,85385,114858,64363,114486,24703,54268,114509,29156,117558,114559,363875,366957,,81745,296603,25537,81762,85384,304546,29741,114636,363425,29161,25150,81504,29360,24466,25614,170922,24717,315707,25414,83805,24185,25233,29154,29155,171495,306260,116694,63834,408218,83685,29431,29432,29433,292756,296078,361517,313494,303200,29568,114495,60352,29414,309077,54245,63881,295347,171337,116590,58840,170851,58960,29153,25118,170921,360606,311144,315346,114517,81008,84381,316055,310683,315744,29350,83577,308995,25021,296456,64350,24511,309684,29302,25724,257645,311061,25713,362800,305679,29136,25272,360820								
